GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
PLC4J: Protocol: Driver-Base,org.apache.plc4x.java.base.connection,AbstractPlcConnection,86,0,6,0,31,0,12,0,9,0
PLC4J: Protocol: Driver-Base,org.apache.plc4x.java.base.connection,TcpSocketChannelFactory,62,0,0,0,16,0,2,0,2,0
